CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 5452,10,      0, 6,2,2,  40000, 7,1,1,1,0,1,    0,    0,    0,  81019
 2463, 0,   9600, 2,2,6,      0,99,9,9,1,0,0,    0,    0,    0,  28458
 2375,10,  49000, 4,1,3,  80000, 4,2,7,1,1,0,  250,  250,    0, 109664
 2533,10,  33000, 1,2,6,  33000, 1,1,4,0,0,2,    0,    0,    0,  51244
 2324,10,      0, 4,2,2,  90000, 4,1,1,1,1,0,    0,    0,    0,  73445
 1849,10,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  16065
 1355,10,  60000, 8,1,3,  26000, 8,2,3,0,0,0,    0,    0,    0,  72395
 2024,10,      0, 9,1,2,  15000, 8,2,2,0,0,0,    0,    0,    0,  45787
 1398,10,  35000, 8,1,5,      0, 8,2,3,0,0,0,    0,    0,    0,  37052
 1415,10,      0, 9,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  17101
 1931,10,      0,12,1,5,      0,12,2,1,0,0,0,    0,    0,    0,  33793
 1932,10,      0,10,1,3,      0,10,2,3,0,0,0,    0,    0,    0,  39846
 1850,10,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  15206
 2593,10,  60000, 6,1,3,  35000, 3,2,2,0,2,0,    0,    0,    0,  96408
 1820,10,   7900,10,2,7,      0,10,1,8,0,0,0,    0,    0,    0,  54676
 1546,10,  22000, 2,2,5,  56000, 2,1,5,1,0,0,    0,    0,    0,  65919
 2556,10,  19000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  32240
 2458,10,  24000, 6,1,3,  55000, 5,2,3,0,0,0,    0,    0,    0,  69091
 4803,10,  16000, 5,2,5,  30000, 6,1,3,0,0,2,    0,    0,    0,  93133
 1372,10,  25000, 4,2,5,      0,99,9,9,0,2,0,    0,    0,    0,  35827
 1896,10,  46000, 8,1,1,  12000, 8,2,1,0,0,0,    0,    0,    0,  70171
 3357,10,  88000, 6,1,5,      0, 5,2,5,0,3,0,  900,  400,    0, 105149
 3761,10,  60000, 2,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  80238
 1588,10, 110000, 8,1,2,      0, 7,2,2,0,0,0,    0,    0,    0, 125179
 1851,10,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  11099
 1933,10,      0,11,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  68264
 2557,10,  20000, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  17471
 4002,10,  45000, 3,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  55334
 1657,10,  92000, 9,1,3,  65000, 7,2,7,0,0,0,    0,    0,    0, 131799
 1476,10,      0, 9,1,7,      0, 9,2,5,0,0,0,  250,    0,    0,  37325
 2795,10,  10000, 7,1,3,  60000, 3,2,5,0,0,0,    0,    0,    0,  66631
  788,10,  84000, 4,1,5,      0, 5,2,5,1,0,0,    0,    0,    0,  79883
 2362,10,  32000, 5,2,5,  34000, 5,1,3,0,2,0, 1300,  250,    0,  82429
 2131,10,  92000, 7,1,7,  43000, 7,2,2,0,0,0,    0,    0,    0, 114876
 1934,10,  50000,10,1,8,  35000,10,2,7,0,0,0,  500,    0,    0, 175345
 1987,10,  55000, 7,1,5,  50000, 6,2,7,0,0,0, 2000,  300, 1500,  74919
   39,10, 130000, 5,1,2,  51000, 5,2,5,0,1,0,    0,    0,    0, 133334
 1888,10,  60000, 9,1,3,  40000, 7,2,1,0,0,0,    0,    0,    0, 103131
 2552,10,  20000, 3,1,6,  10000, 1,2,6,0,0,1, 3900,  900, 3000,  37404
    3,10,  28000, 4,2,5,      0,99,9,9,0,1,0,    0,    0,    0,  36755
 1644,10, 110000, 4,1,7,  85000, 4,2,8,0,2,0,    0,    0,    0, 202592
 1519,10, 330000, 4,1,7,  35000, 4,2,8,2,0,0,    0,    0,    0, 352384
 1477,10,      0, 9,1,5,    700, 9,2,7,0,0,0,    0,    0,    0,  73584
 1416,10,      0, 8,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  10441
 2438,10,  31000, 5,2,5,      0,99,9,9,0,3,0,    0,    0,    0,  58745
  827,10, 100000, 8,1,5,  45000, 7,2,2,0,0,0,    0,    0,    0,  94586
 1702,10,   6400, 7,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  46387
 1547,10,  25000, 2,2,5,  50000, 2,1,3,1,0,0,    0,    0,    0,  67479
 2724,10,      0,12,2,1,      0,13,1,1,0,0,0,    0,    0,    0,  34589
 6402, 0, 100000, 9,2,5,  50000, 9,1,5,0,0,0,  200,    0,    0, 160398
 3647,10,  75000, 2,2,7, 100000, 2,1,7,0,0,0,    0,    0,    0, 146273
 5011,10,  96000, 2,2,7,  85000, 2,1,3,0,0,0,    0,    0,    0, 123747
 4225,10,  70000, 3,1,7,   6500, 3,2,7,2,0,0,   20,    0,    0,  98082
 2834,10,  19000, 7,2,2,  27000, 8,1,3,0,0,0,    0,    0,    0,  54331
 2656,10,      0,11,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  29445
 2657,10,      0,11,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  32244
 4275,10, 160000, 5,1,7,  25000, 4,2,7,2,0,0,  100,    0,    0, 171604
 3266,10,  42000, 4,2,8,  68000, 5,1,5,2,0,0,  400,    0,    0, 114300
 2658,10,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  74017
 5116,10,  46000, 2,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  45971
 2175,10,  14000, 7,1,1,      0, 5,2,2,0,0,0,    0,    0,    0,  26465
 1520,10,   8000, 9,1,3,  12000, 9,2,3,0,0,0,    0,    0,    0,  57869
 1388,10,      0, 9,1,3,      0, 8,2,2,0,0,0,    0,    0,    0,  11920
 1389,10,      0, 9,1,2,      0, 8,2,2,0,0,0,    0,    0,    0,  19370
 1345,10,   6000, 9,1,8,      0, 8,2,2,0,0,0,    0,    0,    0,  34437
 1689,10,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  23025
 1690,10,      0, 8,1,2,      0, 7,2,1,0,0,0,    0,    0,    0,  19730
 1910,10,      0,10,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  41550
 1478,10,      0,10,1,1,   3200, 9,2,1,0,0,0,    0,    0,    0,  19000
 4300,10,      0,13,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  80287
 1821,10,  50000, 7,1,2,      0, 7,2,1,0,0,0,    0,    0,    0,  48153
 2247,10,  30000, 4,1,2,  37000, 3,2,2,2,0,0,    0,    0,    0,  66691
 2644,10,  70000, 3,1,3,  15000, 3,2,3,0,2,0,    0,    0,    0,  81921
 1356,10,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11750
    1,10,      0, 4,2,2,      0,99,9,9,0,2,0,    0,    0,    0,  15120
 1624,10,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14014
 2264,10,  20000, 6,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  34674
 2068,10,  25000, 7,1,1,      0, 7,2,2,0,0,0,    0,    0,    0,  35940
  959,10,  50000, 5,1,3,      0, 6,2,5,0,1,0,  200,  200,    0,  50223
 1625,10,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11862
 1691,10,      0,11,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  35720
 1761,10,      0, 6,1,1,   6000, 7,2,1,0,0,0,    0,    0,    0,  22226
 2285,10,  50000, 5,1,1,   6500, 3,2,2,1,1,0,  300,  300,    0,  71438
 7769, 0,      0, 4,1,1,      0,99,9,9,1,1,0,  100,  100,    0,  16690
 2057,10,  35000, 5,1,1,      0, 5,2,1,0,2,0,  500,  500,    0,  45813
 2069,10,  25000, 6,1,1,   6000, 5,2,2,0,0,0,    0,    0,    0,  95678
 1357,10,      0, 8,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  10203
 1911,10,  82000, 7,1,5,  43000, 7,2,3,0,0,0,    0,    0,    0,  90037
 2166,10,  42000, 7,1,3,  14000, 7,2,3,0,0,0,    0,    0,    0,  67748
 1358,10,      0, 8,1,7,      0,99,9,9,0,0,0,    0,    0,    0,   8708
 2235,10,   7000, 4,1,2,  26000, 3,2,5,2,0,0,    0,    0,    0,  43561
 1279,10,  10000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  45347
 2597,10,  23000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  26737
 2764,10,  15000, 5,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  20394
 2046,10,      0,12,1,1,      0,12,2,2,0,0,0,    0,    0,    0,  35635
 1988,10,      0,10,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  28760
 1941,10,      0, 8,1,1,      0, 6,2,2,0,0,0,    0,    0,    0,  13435
 1508,10,      0,10,1,3,      0, 8,2,3,0,0,0,    0,    0,    0,  34669
 2252,10,  54000, 2,2,7,  35000, 1,1,3,0,0,1, 2000,    0, 2000,  98582
 4517, 0,      0, 2,2,2,  31000, 3,1,2,0,1,0,  700,    0,  700,  84173
 1479,10,  35000, 8,2,5,      0,10,1,2,0,0,0,    0,    0,    0,  51807
 2253,10,  35000, 1,2,5,  70000, 2,1,5,0,0,1,    0,    0,    0,  78419
 2534,10,   7500, 3,1,3,   9400, 3,2,1,0,2,0,  220,  220,    0,  26771
 2070,10,  20000, 7,1,3,      0, 7,2,1,0,0,0,    0,    0,    0,  30350
 1373,10,  55000, 9,1,3,      0, 8,2,1,0,0,0,    0,    0,    0,  55813
 1692,10,  29000, 6,1,2,   6800, 7,2,1,0,0,0,    0,    0,    0,  43961
  118,10,      0, 3,2,1,      0,99,9,9,0,2,0,  200,  200,    0,  18114
 1852,10,      0, 7,1,3,      0, 7,2,1,0,0,0,    0,    0,    0,  18999
 1346,10,      0, 8,1,3,   5700, 8,2,2,0,0,0,    0,    0,    0,  26393
 1626,10,      0,13,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  35957
 1065,10,  13000, 4,2,1,      0, 6,1,4,0,1,0,    0,    0,    0,  26601
 1627,10,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  13195
 1563,10,  15000, 8,2,2,  90000, 8,1,3,0,0,0,    0,    0,    0,  89783
 1628,10,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  18410
 1693,10,      0,11,2,5,      0,11,1,3,0,0,0,    0,    0,    0,  34909
 1658,10,      0, 7,2,5,  41000, 9,1,3,0,0,0,    0,    0,    0,  48774
  316,10,  47000, 7,2,3,      0,99,9,9,0,1,0,  100,  100,    0,  48600
 1480,10,  50000, 6,2,3, 120000, 7,1,3,0,2,0,    0,    0,    0, 128140
 2873,10,  45000, 6,1,3,  30000, 5,2,3,0,1,1,    0,    0,    0,  58090
 1629,10,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  17586
 1040,10,  13000, 7,2,2,      0, 7,1,2,0,1,0,   80,   80,    0,  40839
 1630,10,   5000, 7,1,1,      0,99,9,9,0,0,0,    0,    0,    0,   9075
 1287, 0,   7000, 6,1,2,      0,99,9,9,0,0,1,    0,    0,    0,  13396
 1631,10,   6200, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  18688
 1632,10,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  15775
 1633,10,   5200, 6,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  11972
  483,10,    800, 1,1,0,      0,99,9,9,0,1,0,    0,    0,    0,  22388
 1315,10,  28000, 8,1,2,   3500, 8,2,3,0,0,0,    0,    0,    0,  37152
 1889,10,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  23304
 1359,10,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  13189
 1509,10,      0,11,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  17444
 2005,10,      0,11,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  38776
 1762,10,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  16655
 1694,10,   8400, 6,1,1,   5400, 6,2,5,0,0,0,    0,    0,    0,  33405
 1695,10,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  21076
 1659,10,  70000, 7,1,1,   6000, 6,2,1,0,0,1,    0,    0,    0,  89624
 1763,10,      0, 6,1,3,   7500, 7,2,1,0,0,0,    0,    0,    0,  24801
 1634,10,   9500, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  22492
 1390,10,  20000, 9,1,3,  20000, 8,2,1,0,0,0,    0,    0,    0,  43051
 1696,10,      0,10,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  17689
 1391,10,      0, 8,1,3,      0, 8,2,2,0,0,0,    0,    0,    0,  21123
 1635,10,      0,14,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  14831
 1636,10,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  18746
 1510,10,      0,10,1,3,      0, 9,2,3,0,0,0,    0,    0,    0,  19027
 1822,10,  19000, 9,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  20429
 1564,10,  30000, 9,1,3,      0, 8,2,2,0,0,0,    0,    0,    0,  32041
 1607,10,  62000, 8,1,3,      0, 8,2,1,0,0,0, 1291,  400,  891,  56864
 2254,10,      0,13,1,2,      0,11,2,2,0,0,0,    0,    0,    0,  31347
 1865,10,      0, 9,2,3,      0,11,1,1,0,0,0,    0,    0,    0,  21316
 2376,10,   8000, 9,1,5,  14000, 9,2,5,0,0,0,    0,    0,    0,  52733
 1697,10,      0,10,1,2,      0,10,2,2,0,0,0,    0,    0,    0,  24350
  489,10, 100000, 3,1,3,   7800, 1,2,6,1,0,1,    0,    0,    0, 106874
 1521,10,   2200, 8,2,6,  15000, 8,1,5,0,0,0,    0,    0,    0,  60773
 2325,10,      0,11,1,8,   3000, 9,2,3,0,0,0,    0,    0,    0,  42522
 2187,10,  16000, 4,2,3,  60000, 4,1,3,0,2,0,    0,    0,    0,  82908
 1036,10, 140000, 7,1,3,  32000, 7,2,2,0,0,0,    0,    0,    0, 166829
 2037,10,  28000, 7,1,3,  25000, 7,2,2,0,0,0,    0,    0,    0,  55522
 1511,10,      0,10,1,7,      0, 9,2,7,0,0,0,    0,    0,    0,  54105
 2936,10,  24000, 4,1,6,  24000, 4,2,6,0,3,0,  150,  150,    0,  55059
 2047,10,  44000, 5,2,8,   6400, 4,1,5,0,2,0,  850,  200,    0,  56965
 1866,10,      0, 8,1,1,  17000, 7,2,3,0,0,0,    0,    0,    0,  30755
 1784,10,  60000, 7,1,3,  60000, 6,2,3,0,0,0,    0,    0,    0, 112967
 1360,10,      0, 9,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  12296
 1853,10,  42000,10,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  54851
 1876,10,  30000, 7,2,3,      0, 9,1,1,0,0,0,    0,    0,    0,  58823
 2122,10,      0, 7,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  11305
 1942,10,  28000, 9,1,3,   4900, 8,2,3,0,0,0,  730,    0,  730,  53538
 2048,10,      0,12,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  48064
 2049,10,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  21393
 1494,10,  34000, 8,2,2,  32000, 8,1,2,0,0,0,    0,    0,    0,  56802
 2525,10,  15000, 7,1,1,      0, 5,2,1,0,0,0,    0,    0,    0,  29973
 5798, 0,  19000, 4,2,5,  28000, 4,1,2,0,0,0,    0,    0,    0,  61196
 1181,10,  42000, 4,1,3,      0, 3,2,2,1,0,0,    0,    0,    0,  47476
 1589,10,  18000, 8,1,7,      0, 8,2,2,0,0,0,    0,    0,    0,  46038
 1943,10,      0, 5,1,1,      0, 6,2,1,0,0,0,    0,    0,    0,  17145
 2038,10,  31000, 5,1,3,  16000, 5,2,2,0,1,0,  250,  225,   25,  48106
 1637,10,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  16777
 1823,10,  13000, 8,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  13488
 1824,10,  75000, 7,1,3,      0, 6,2,3,0,0,0,    0,    0,    0,  60342
 1361,10,      0, 8,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  33950
 1638,10,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  12828
 2516,10,  25000, 5,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  32784
  718,10,      0, 8,2,5, 100000, 9,1,2,0,0,0,    0,    0,    0,  89661
    7,10, 110000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0, 106580
  838,10,      0,10,1,8,      0, 6,2,3,0,1,0,  250,  250,    0,  49643
 1527,10,   3000,10,1,3,      0,10,2,1,0,0,0,    0,    0,    0,  38165
 1318,10,      0, 9,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  18595
  828,10,  34000, 6,1,1,  46000, 4,2,3,0,1,0,   20,   20,    0, 104663
 1319,10,      0, 9,2,1,      0, 9,1,2,0,0,0,    0,    0,    0,  10191
 2805,10,  68000, 5,1,3,  19000, 4,2,1,0,1,1, 2150,  800, 1350,  87448
 1298,10,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14712
 2659,10,  50000, 4,2,7,  40000, 5,1,1,0,3,0, 1450,  210, 1200,  85075
 2236,10,  22000, 4,1,5,   1900, 3,2,2,0,2,0,  370,  100,    0,  44720
 1935,10,  15000, 7,1,3,   8600, 5,2,2,0,2,0,    0,    0,    0,  36252
 2585,10,      0, 8,1,3,  16000, 8,2,5,0,1,1, 3310,  860, 2450,  47046
 2123,10,  55000, 4,1,7,   3500, 3,2,5,1,1,0,  300,  100,    0,  84860
 1495,10,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  13473
 1496,10,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  18355
 1497,10,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  20145
 2265,10,  12000, 6,1,3,      0, 7,2,3,0,0,0,    0,    0,    0,  46792
 1897,10,      0,13,1,1,      0,12,2,2,0,0,0,    0,    0,    0,  20554
 1079,10,  20000, 3,2,1,      0,99,9,9,0,1,0,  300,  300,    0,  39477
 1854,10,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  17968
 2363,10,  43000, 6,1,2,  12000, 6,2,1,0,0,0,    0,    0,    0,  54273
 2006,10,  65000, 6,2,5,      0, 7,1,1,0,0,0,    0,    0,    0,  60501
 1457,10,   7000, 9,1,1,      0, 8,2,1,0,0,0,    0,    0,    0,  25470
 1855,10,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  24054
 3840,10,  40000, 3,1,3,  12000, 2,2,3,0,0,0,    0,    0,    0,  48223
 2986,10,  57000, 4,1,3,   3200, 4,2,3,0,3,0,  755,  460,    0, 101755
 1467,10,      0, 9,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  41463
 2007,10,  22000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  21762
 2207,10,  70000, 5,1,7,  67000, 4,2,7,0,2,0, 1700,  100,  600, 117532
 1898,10,      0,14,1,1,      0,13,2,6,0,0,0,    0,    0,    0,  28506
 1498,10,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14224
  795,10,      0, 3,2,2,      0,99,9,9,0,1,0,  500,  500,    0,  24815
  864,10,  36000, 5,1,3,  37000, 5,2,3,0,1,0, 1050,  250,  800,  81755
 1726,10,  19000, 6,1,3,   6400, 7,2,3,0,0,1,    0,    0,    0,  69521
 1528,10,      0,10,1,3,      0,10,2,3,0,0,0,    0,    0,    0,  41294
 2355,10,  50000, 6,1,1,  23000, 6,2,1,0,0,0,    0,    0,    0,  71816
 1645,10,  20000, 8,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  17641
 1703,10,      0,14,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  50670
 1299,10,   2400, 9,1,3,      0, 9,2,1,0,0,0,    0,    0,    0,  25095
 3006,10,  85000, 4,1,5,  38000, 4,2,5,1,2,0,  350,  350,    0, 124354
 2071,10,   9600, 6,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  24945
 1347,10,   8000, 8,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  19365
  227,10,      0,10,2,1,      0,99,9,9,0,1,0,    0,    0,    0,  18585
 2058,10,  16000, 8,1,5,  16000, 8,2,1,0,0,0,    0,    0,    0,  52237
  276,10,   7200, 4,2,2,      0,99,9,9,0,1,0,   60,   60,    0,  18307
 1468,10,      0, 9,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28950
 1616,10,   9000,10,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  35958
 1698,10,  23000, 8,1,1,   4900, 8,2,1,0,0,0,    0,    0,    0,  37142
 1300,10,      0, 8,1,3,   9500, 8,2,1,0,0,0,    0,    0,    0,  31861
 2008,10,  31000, 4,2,5,  25000, 5,1,1,0,2,0,  150,  150,    0,  66470
 1617,10,      0,10,1,3,  11000, 9,2,1,0,0,0,    0,    0,    0,  30552
 1499,10,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  11604
 1301,10,      0, 8,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  19875
 1512,10,  49000, 7,1,3,   9600, 6,2,2,0,0,1,    0,    0,    0,  61598
 3924,10,  25000, 5,1,1,      0, 5,2,2,0,0,2, 1151,  650,  426,  53265
 1255,10,   2100, 8,2,2,   6800, 8,1,1,0,0,0,    0,    0,    0,  56142
 1302,10,    900, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  26267
 1399,10,      0,10,1,6,  60000, 9,2,3,0,0,0,    0,    0,    0,  65987
 1785,10,   5400, 5,2,2,  36000, 4,1,1,0,0,0,    0,    0,    0,  41819
 1439,10,  11000, 8,1,1,   5800, 8,2,1,0,0,0,    0,    0,    0,  33521
 1529,10,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  13633
 1380,10,      0,14,1,1,      0,99,9,9,0,0,0,    0,    0,    0,   9435
 1440,10,  15000, 8,1,2,   5400, 8,2,1,0,0,0,    0,    0,    0,  47131
  879,10,  45000, 5,1,1,  10000, 6,2,1,0,1,0,    0,    0,    0,  82028
  842,10,  13000, 2,2,3,      0,99,9,9,0,1,0,  380,   80,    0,  32954
 1530,10,      0,13,1,1,      0,12,2,2,0,0,0,    0,    0,    0,  24056
 1443,10,  35000, 9,1,1,  14000, 9,2,1,0,0,0,    0,    0,    0,  56118
 1500,10,      0,11,1,2,   5000,10,2,2,0,0,0,    0,    0,    0,  34965
 1890,10,  31000, 4,1,3,  11000, 4,2,3,0,0,0,    0,    0,    0,  56193
 1531,10,      0,13,1,1,      0,13,2,1,0,0,0,    0,    0,    0,  26827
 1320,10,      0, 9,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  10903
 1288, 0,      0,10,1,1,      0,10,2,1,0,0,0,    0,    0,    0,  60479
 1321,10,      0, 8,2,8,      0, 8,1,8,0,0,0,    0,    0,    0,  48958
 2652,10,  55000, 6,1,8,      0, 6,2,3,0,1,1, 3600,  600, 3000,  57844
 2841,10,  45000, 4,1,3,  12000, 4,2,2,0,1,1, 2900,  900, 2000,  85857
 1432,10,      0,10,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  28895
 1513,10,  55000, 7,1,7,  10000, 6,2,2,0,0,1, 5630, 1030, 4600,  64916
 1955,10,  12000, 6,1,6,   2200, 5,2,1,0,2,0,  100,  100,    0,  28136
 2378,10, 170000, 5,1,3,  90000, 5,2,8,0,3,0,  200,  200,    0, 146139
 1325,10,  42000, 8,1,4,   6700, 8,2,5,0,0,0,    0,    0,    0,  44544
  912,10,  55000, 5,1,5,      0, 5,2,5,0,1,0,  120,  120,    0,  46996
 1618,10,      0,10,1,2,      0, 9,2,1,0,0,0,    0,    0,    0,  23636
 2490,10,  12000, 3,1,2,      0, 2,2,2,0,2,0,   80,   80,    0,  31189
 1433,10,      0,10,1,1,      0, 8,2,1,0,0,0,    0,    0,    0,  20608
 1899,10,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  41543
 1856,10,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  13481
 4258,10,  22000, 8,1,2, 100000, 6,2,2,0,0,1,    0,    0,    0, 100005
 1161,10,  24000, 6,1,1,  18000, 6,2,1,0,1,0,   50,   50,    0,  39676
  137,10,  17000, 1,2,2,      0,99,9,9,1,0,1,    0,    0,    0,  22777
 1900,10,      0,14,1,1,      0,13,2,1,0,0,0,    0,    0,    0,  30527
  913,10,  36000, 7,1,1,  80000, 6,2,7,0,1,0,  100,  100,    0,  96070
 3218,10,  42000, 5,1,1,      0, 5,2,1,0,1,1, 3910, 1200, 2710,  61294
 1608,10,      0,11,1,1,      0, 8,2,3,0,0,1,    0,    0,    0,  22807
 1803,10,      0,11,1,7,      0,10,2,2,0,0,0,    0,    0,    0,  58351
 2464, 0,      0,11,1,1,      0, 9,2,1,0,0,0,    0,    0,    0,  55130
 1458,10,      0, 9,1,3,      0, 9,2,5,0,0,0,    0,    0,    0,  56534
 3394,10,  21000, 6,1,2,  18000, 6,2,3,0,0,0,    0,    0,    0,  44720
 2149,10,      0,10,2,5,      0,10,1,1,0,0,0,    0,    0,    0,  33812
 2096,10,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  14764
 2672,10,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  97871
 1734,10,      0, 9,1,3,      0, 9,2,3,0,0,0,    0,    0,    0,  38913
 2097,10,   6800,10,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  22264
 2098,10,  54000, 8,1,4,  39000, 7,2,4,0,0,0,    0,    0,    0,  90639
 2208,10,  50000, 7,2,3,  30000, 7,1,3,0,0,0,    0,    0,    0,  69146
 4036,10,  46000, 3,2,8,      0,99,9,9,0,0,0, 8600,  600, 8000,  50603
 2039,10,      0, 6,2,2,  60000, 8,1,3,0,0,1, 1400,  400, 1000,  78516
 3955,10,   8000, 3,1,7,  47000, 2,2,7,0,0,0,    0,    0,    0,  60342
 2430,10,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  33923
 2421,10,  70000, 5,2,5,  25000, 6,1,2,0,0,1, 4070, 1020, 3000, 102437
 3898,10,  57000, 2,2,5,  75000, 2,1,7,0,0,0,  350,    0,  350, 101753
 1678,10,      0, 9,1,3,      0,99,9,9,0,0,0,    0,    0,    0,   8830
 1334,10,      0, 3,2,2,  30000, 5,1,5,0,1,0,   50,   20,   30,  32161
 2050,10,      0, 9,2,3,  40000, 8,1,5,0,0,0,    0,    0,    0,  68549
 1532,10,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  60641
 1772,10,   7000, 8,2,1,      0,10,1,7,0,0,0,    0,    0,    0,  45203
 1459,10,      0, 9,1,3,      0, 9,2,1,0,0,0,    0,    0,    0,  16998
 1590, 0,      0, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  45440
 1222,10, 100000, 7,1,1,  24000, 7,2,2,0,0,0,    0,    0,    0, 105940
 1735,10,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  23972
 1804,10,      0, 5,2,5,      0, 8,1,1,0,0,0,    0,    0,    0,  10313
 1572,10,   4500, 7,2,1,  70000, 8,1,1,0,0,0,    0,    0,    0,  69959
 2111,10,  80000, 4,1,5,  45000, 6,2,5,0,0,0,    0,    0,    0,  93288
 1825,10,      0,12,1,1,      0,99,9,9,0,0,1,    0,    0,    0,  61222
